,lot_area,street,land_cont,neighborhood,cond_1,cond_2,bldg_type,style,overall_cond,yr_built,yr_remodeled,roof_style,exter_cond,foundation,bsmt_cond,bsmt_fin_1,bsmt_fin_2,bsmt_sf,heat,cent_air,gr_liv_area,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,fireplaces,garage_type,garage_car_size,paved_drive,year_sold,has_pool
1085,10400,Pave,Lvl,,Norm,Norm,1Fam,1Story,5,1988,1988,Gable,TA,CBlock,TA,GLQ,Unf,1845.0,GasA,Y,1872,2,0,3,1,TA,1,Attchd,2,Y,2006,0
1086,15564,Pave,Lvl,Crawfor,Norm,Norm,1Fam,Fin,6,1914,1995,Gable,TA,BrkTil,TA,Unf,Unf,676.0,GasA,Y,1264,1,0,3,1,TA,0,Detchd,2,Y,2008,0
1087,13543,Pave,HLS,StoneBr,Norm,Norm,1Fam,2Story,5,2005,2005,Gable,TA,PConc,TA,GLQ,Unf,1168.0,GasA,Y,2500,3,1,5,1,Ex,1,BuiltIn,3,Y,2008,0
1088,6130,Pave,Lvl,BrkSide,Norm,Norm,1Fam,Unfin,6,1924,1950,Gable,TA,BrkTil,TA,ALQ,Unf,784.0,GasA,Y,784,1,0,2,1,Gd,0,None,0,Y,2008,0
1089,5925,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,4,1940,1950,Gable,Gd,BrkTil,None,None,None,0.0,GasA,N,612,1,0,1,1,TA,0,Detchd,1,N,2009,0
1090,24090,Pave,Lvl,ClearCr,Norm,Norm,1Fam,2Story,7,1940,1950,Gable,Gd,CBlock,TA,Unf,Unf,1032.0,GasA,Y,2403,2,0,4,1,TA,2,Attchd,1,Y,2010,0
1091,9600,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1953,1953,Hip,TA,CBlock,TA,GLQ,Unf,1416.0,GasA,Y,1644,1,0,3,1,TA,2,Attchd,2,Y,2009,0
1092,8158,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2002,2002,Gable,TA,PConc,TA,Unf,Unf,860.0,GasA,Y,1729,2,1,3,1,Gd,0,Attchd,2,Y,2007,0
1093,5220,Pave,Lvl,SWISU,Norm,Norm,1Fam,1Story,3,1936,1950,Gable,TA,BrkTil,TA,Unf,Unf,830.0,GasA,Y,879,1,0,2,1,TA,0,Detchd,1,P,2006,0
1094,8172,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,7,1955,1990,Hip,TA,CBlock,TA,Rec,Unf,864.0,GasA,Y,864,1,0,2,1,TA,0,Detchd,2,N,2006,0
1095,9000,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,TA,CBlock,TA,LwQ,Unf,1196.0,GasA,Y,1196,1,0,2,1,TA,1,Attchd,1,Y,2008,0
1096,7844,Pave,Lvl,Sawyer,Norm,Norm,1Fam,2Story,7,1978,1978,Hip,TA,CBlock,TA,ALQ,Unf,672.0,GasA,Y,1400,1,1,3,1,TA,1,Attchd,2,Y,2006,0
1097,9084,Pave,Lvl,Edwards,Artery,Norm,1Fam,2Story,5,1940,1950,Gable,TA,CBlock,TA,Unf,Unf,755.0,GasA,Y,1510,1,0,4,1,TA,1,Detchd,1,P,2009,0
1098,10800,Pave,Lvl,OldTown,Norm,Norm,2fmCon,2Story,7,1900,2000,Gable,TA,BrkTil,None,None,None,0.0,GasA,N,1294,2,0,3,2,TA,0,None,0,N,2008,0
1099,8556,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,TA,PConc,TA,Unf,Unf,1240.0,GasA,Y,1240,2,0,2,1,Gd,0,Attchd,3,Y,2007,0
1100,9100,Pave,Lvl,Sawyer,RRA,Norm,1Fam,1Story,4,1962,1962,Hip,TA,CBlock,TA,LwQ,Unf,988.0,GasA,Y,988,1,0,3,1,TA,0,Detchd,2,Y,2006,0
1101,8668,Pave,Lvl,NAmes,Norm,Norm,Duplex,1Story,5,1968,1968,Gable,TA,CBlock,TA,Unf,Unf,1560.0,GasA,Y,1560,2,0,4,2,TA,0,Detchd,3,Y,2007,0
1102,11767,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,5,1950,1950,Gable,TA,CBlock,TA,Rec,Unf,1078.0,GasA,Y,1368,1,0,3,1,TA,0,Attchd,1,Y,2009,0
1103,8400,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2004,2005,Gable,TA,PConc,TA,GLQ,Unf,1473.0,GasA,Y,1484,2,0,3,1,Gd,0,Attchd,2,Y,2010,0
1104,3874,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,1Story,5,1980,1980,Gable,TA,CBlock,TA,GLQ,Unf,1226.0,GasA,Y,1226,1,0,1,1,Gd,1,Attchd,2,Y,2006,0
1105,8076,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,6,1993,1994,Gable,TA,PConc,TA,GLQ,Unf,1160.0,GasA,Y,1169,2,0,3,1,TA,1,Attchd,2,Y,2006,0
1106,10090,Pave,Lvl,NAmes,Norm,Norm,1Fam,SLvl,5,1963,1999,Gable,TA,CBlock,TA,Rec,ALQ,725.0,GasA,Y,1651,2,0,4,1,TA,2,BuiltIn,1,Y,2007,0
1107,8877,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,1938,1958,Gable,TA,CBlock,TA,ALQ,Unf,816.0,GasA,Y,816,1,0,2,1,TA,1,Detchd,1,Y,2009,0
1108,11058,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,6,2007,2007,Gable,TA,PConc,TA,GLQ,Unf,1564.0,GasA,Y,1564,2,0,3,1,Gd,0,Attchd,3,Y,2008,0
1109,10800,Pave,Lvl,OldTown,Norm,Norm,2fmCon,Fin,7,1905,2000,Gable,TA,BrkTil,TA,Unf,Unf,482.0,GasA,N,1912,2,0,3,2,TA,1,Detchd,2,Y,2008,0
1110,10936,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,TA,PConc,TA,Unf,Unf,1510.0,GasA,Y,1525,2,1,3,1,Gd,1,Attchd,2,Y,2007,0
1111,8461,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2005,2006,Gable,TA,PConc,TA,Unf,Unf,728.0,GasA,Y,1456,2,1,3,1,Gd,1,Attchd,2,Y,2006,0
1112,7518,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,2Story,8,1910,2004,Gable,Gd,BrkTil,Fa,Unf,Unf,396.0,GasA,Y,1330,1,0,3,1,TA,0,Detchd,1,N,2006,0
1113,8010,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2002,2003,Gable,TA,PConc,TA,Unf,Unf,840.0,GasA,Y,1720,2,1,3,1,Gd,1,BuiltIn,2,Y,2008,0
1114,10050,Pave,Lvl,NAmes,Norm,Norm,1Fam,SFoyer,6,1966,1966,Gable,TA,CBlock,TA,GLQ,Unf,793.0,GasA,Y,1280,2,0,3,1,TA,1,Basment,2,Y,2007,0
1115,4740,Pave,Lvl,StoneBr,Norm,Norm,TwnhsE,1Story,5,1988,1988,Gable,TA,CBlock,TA,GLQ,Unf,1166.0,GasA,Y,1179,2,0,2,1,TA,0,Attchd,2,Y,2007,0
1116,6978,Pave,Bnk,OldTown,Artery,Norm,1Fam,1Story,7,1926,1980,Gable,Gd,BrkTil,TA,Unf,Unf,850.0,GasA,Y,960,1,0,2,1,TA,0,Detchd,2,Y,2007,0
1117,11400,Pave,Lvl,NoRidge,Norm,Norm,1Fam,1Story,5,2001,2002,Hip,TA,PConc,TA,GLQ,Unf,2633.0,GasA,Y,2633,2,1,2,1,Ex,2,Attchd,3,Y,2007,0
1118,9240,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,8,1959,1998,Hip,TA,CBlock,TA,ALQ,Unf,988.0,GasA,Y,988,2,0,3,1,Gd,0,Attchd,1,Y,2009,0
1119,2304,Pave,Lvl,NPkVill,Norm,Norm,Twnhs,1Story,7,1978,1978,Gable,TA,CBlock,TA,GLQ,Unf,1061.0,GasA,Y,1055,2,0,2,1,TA,0,Attchd,1,Y,2007,0
1120,7223,Pave,Lvl,Crawfor,Norm,Norm,1Fam,1Story,5,1926,1950,Hip,TA,PConc,TA,BLQ,Unf,1290.0,GasA,Y,1422,1,0,3,1,TA,0,Detchd,1,Y,2007,0
1121,3612,Pave,Lvl,Somerst,Norm,Norm,Twnhs,2Story,5,1993,1994,Gable,TA,PConc,TA,GLQ,Unf,630.0,GasA,Y,1320,2,1,3,1,TA,0,Detchd,2,Y,2006,0
1122,12680,Pave,Lvl,,Norm,Norm,1Fam,1Story,6,1988,1988,Gable,TA,CBlock,Gd,GLQ,Unf,1675.0,GasA,Y,1688,2,0,2,1,Ex,1,Attchd,2,Y,2008,0
1123,10176,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,5,1990,1990,Gable,TA,PConc,TA,GLQ,Unf,1300.0,GasA,Y,1341,1,1,2,1,Gd,1,Attchd,2,Y,2010,0
1124,10780,Pave,Lvl,CollgCr,Norm,Norm,1Fam,SLvl,5,1976,1976,Gable,TA,CBlock,TA,ALQ,Unf,911.0,GasA,Y,954,1,0,3,1,TA,0,Detchd,2,Y,2006,0
1125,8544,Pave,Lvl,NAmes,Norm,Norm,Duplex,1Story,4,1949,1950,Gable,TA,Other,None,None,None,0.0,NonGas,N,1040,2,0,2,2,TA,0,Detchd,2,Y,2006,0
1126,10646,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,5,2001,2001,Gable,TA,PConc,TA,GLQ,Unf,858.0,GasA,Y,1789,2,1,3,1,TA,1,Attchd,2,Y,2008,0
1127,8400,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,9,1962,2005,Gable,Gd,CBlock,TA,Unf,Unf,1319.0,GasA,Y,1537,1,1,3,1,Gd,1,Attchd,2,Y,2008,0
1128,15428,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1951,1991,Hip,TA,CBlock,TA,Rec,Unf,884.0,GasA,Y,884,1,0,2,1,TA,0,Attchd,1,Y,2006,0
1129,11216,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,TA,PConc,Gd,Unf,Unf,1489.0,GasA,Y,1489,2,0,3,1,Gd,1,Attchd,2,Y,2006,0
1130,10140,Pave,Lvl,,Norm,Norm,1Fam,1Story,6,1974,1999,Hip,TA,CBlock,TA,ALQ,LwQ,1040.0,GasA,Y,1309,1,1,3,1,Gd,1,Attchd,2,Y,2006,1
1131,3964,Pave,Lvl,MeadowV,Norm,Norm,TwnhsE,2Story,4,1973,1973,Gable,TA,CBlock,TA,ALQ,Unf,942.0,GasA,Y,2521,2,1,5,1,TA,1,Attchd,2,Y,2006,0
1132,11428,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,TA,PConc,TA,Unf,Unf,1626.0,GasA,Y,1634,2,0,3,1,Gd,1,Attchd,3,Y,2007,0
1133,10421,Pave,Lvl,,Norm,Norm,1Fam,2Story,5,1988,1988,Gable,TA,CBlock,TA,GLQ,Unf,980.0,GasA,Y,1714,2,1,3,1,TA,1,Attchd,2,Y,2010,0
1134,13500,Pave,Lvl,OldTown,Norm,Norm,1Fam,Unfin,8,1879,1987,Gable,Gd,PConc,TA,Unf,Unf,819.0,GasA,Y,2454,2,0,3,1,TA,1,Attchd,2,N,2007,0
1135,9000,Pave,Lvl,,RRA,Norm,1Fam,1Story,5,1969,1969,Gable,TA,CBlock,TA,BLQ,Unf,1216.0,GasA,Y,1216,1,0,3,1,TA,0,Attchd,1,Y,2009,0
1136,8089,Pave,HLS,StoneBr,Norm,Norm,1Fam,1Story,6,2007,2007,Gable,TA,PConc,TA,GLQ,Unf,1419.0,GasA,Y,1419,2,0,2,1,Gd,1,Attchd,2,Y,2007,0
1137,9400,Pave,Lvl,Edwards,Norm,Norm,Duplex,SFoyer,5,1975,1975,Other,TA,CBlock,Gd,GLQ,Unf,945.0,GasA,Y,980,2,0,4,1,TA,0,None,0,Y,2006,0
1138,2117,Pave,Lvl,Somerst,Norm,Norm,Twnhs,2Story,5,2000,2000,Gable,TA,PConc,TA,GLQ,Unf,756.0,GasA,Y,1573,2,1,3,1,Gd,0,Detchd,2,Y,2007,0
1139,10625,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,5,2004,2004,Gable,TA,PConc,TA,Unf,Unf,1158.0,GasA,Y,2443,2,1,4,1,Gd,1,BuiltIn,3,Y,2007,0
1140,8413,Pave,Lvl,Somerst,Norm,Norm,1Fam,2Story,5,1998,1998,Gable,Gd,PConc,TA,GLQ,Unf,1220.0,GasA,Y,2362,2,1,3,1,Gd,2,Attchd,2,Y,2007,0
1141,13500,Pave,Lvl,OldTown,Artery,PosA,1Fam,Unfin,9,1893,2000,Gable,Gd,BrkTil,TA,Unf,Unf,1237.0,GasA,Y,2775,3,1,3,1,Gd,1,Detchd,2,Y,2008,0
1142,15676,Pave,Low,Veenker,Norm,Norm,1Fam,1Story,8,1980,1980,Gable,Gd,CBlock,Gd,ALQ,Rec,2014.0,GasA,Y,2014,2,0,2,1,Gd,2,Attchd,3,Y,2009,0
1143,9950,Pave,Lvl,NoRidge,Norm,Norm,1Fam,2Story,5,1995,1995,Gable,TA,PConc,TA,GLQ,Unf,1203.0,GasA,Y,2520,2,1,4,1,Gd,1,Attchd,3,Y,2007,0
1144,15410,Pave,Lvl,Sawyer,RRN,Norm,1Fam,1Story,6,1974,2002,Hip,Gd,CBlock,TA,BLQ,GLQ,1208.0,GasA,Y,1494,2,0,3,1,TA,2,Attchd,2,Y,2010,0
1145,6000,Pave,Lvl,BrkSide,Norm,Norm,1Fam,1Story,7,1921,1950,Gable,TA,CBlock,TA,LwQ,Unf,616.0,GasA,Y,616,1,0,2,1,TA,0,Detchd,1,Y,2006,0
1146,8402,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1998,1998,Gable,TA,PConc,TA,Unf,Unf,789.0,GasA,Y,1465,2,1,3,1,TA,1,Attchd,2,Y,2010,0
1147,10655,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2003,2004,Gable,TA,PConc,TA,GLQ,None,3206.0,GasA,Y,1629,2,0,3,1,Gd,1,Attchd,3,Y,2009,0
1148,10150,Pave,Lvl,NAmes,RRA,Norm,1Fam,1Story,5,1958,1958,Gable,TA,CBlock,TA,Rec,Unf,912.0,GasA,Y,912,1,0,2,1,TA,0,Attchd,1,Y,2007,0
1149,10084,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2005,2006,Gable,TA,PConc,TA,GLQ,Unf,1552.0,GasA,Y,1552,2,0,3,1,Gd,0,Attchd,3,Y,2006,0
1150,16285,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2001,2002,Gable,TA,PConc,TA,Unf,Unf,1413.0,GasA,Y,1430,2,0,3,1,Gd,0,Attchd,2,Y,2009,0
1151,3230,Pave,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,5,1999,1999,Gable,TA,PConc,TA,GLQ,Unf,729.0,GasA,Y,1458,2,1,2,1,TA,1,Detchd,2,Y,2007,0
1152,21579,Pave,Lvl,Crawfor,Norm,Norm,1Fam,1Story,6,1968,1968,Hip,TA,PConc,TA,BLQ,Unf,1488.0,GasA,Y,1488,2,0,3,1,TA,2,Attchd,2,Y,2007,0
1153,8320,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2004,2004,Gable,TA,PConc,TA,GLQ,Unf,770.0,GasA,Y,1582,2,1,3,1,Gd,0,Attchd,2,Y,2008,0
1154,6960,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1970,1970,Gable,TA,CBlock,TA,ALQ,BLQ,864.0,GasA,Y,864,1,0,3,1,Gd,0,Detchd,2,Y,2009,0
1155,21930,Pave,Lvl,Gilbert,RRA,Norm,1Fam,2Story,5,2005,2005,Gable,TA,PConc,Gd,Unf,Unf,732.0,GasA,Y,1838,2,1,4,1,TA,1,BuiltIn,2,Y,2006,0
1156,6600,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,9,1982,2008,Gable,Gd,CBlock,TA,ALQ,Unf,816.0,GasA,Y,816,1,0,3,1,Gd,1,Attchd,1,Y,2008,0
1157,8405,Pave,Lvl,Edwards,Norm,Norm,1Fam,Fin,3,1945,1950,Gable,TA,Other,None,None,None,0.0,NonGas,N,1529,2,0,4,1,TA,0,Detchd,1,N,2009,0
1158,11778,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2008,2008,Hip,TA,PConc,TA,GLQ,Unf,2271.0,GasA,Y,2276,2,0,3,1,Ex,2,Attchd,3,Y,2008,0
1159,8967,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,1Story,3,1920,1950,Gable,Fa,BrkTil,Fa,Unf,Unf,961.0,GasA,Y,1077,1,0,2,1,TA,0,Detchd,1,N,2007,0
1160,10562,Pave,Lvl,NridgHt,Norm,Norm,1Fam,2Story,5,2007,2007,Gable,TA,PConc,TA,GLQ,Unf,1582.0,GasA,Y,2161,1,1,3,1,Ex,1,Attchd,3,Y,2007,0
1161,12864,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,5,2002,2002,Gable,TA,PConc,TA,GLQ,Unf,1409.0,GasA,Y,1409,1,1,1,1,Gd,1,Attchd,2,Y,2007,0
1162,13695,Pave,Lvl,SawyerW,RRA,Norm,1Fam,1Story,5,2004,2004,Gable,TA,PConc,TA,GLQ,Unf,1114.0,GasA,Y,1114,1,1,3,1,Gd,0,Detchd,2,Y,2008,0
1163,10289,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1965,1965,Hip,TA,CBlock,TA,ALQ,Unf,1073.0,GasA,Y,1073,1,1,3,1,TA,0,Attchd,2,Y,2007,0
1164,15431,Pave,Lvl,NridgHt,Norm,Norm,1Fam,1Story,5,2008,2008,Hip,TA,PConc,TA,GLQ,ALQ,3094.0,GasA,Y,2402,2,0,2,1,Ex,2,Attchd,3,Y,2009,0
1165,11120,Pave,Lvl,Veenker,Norm,Norm,1Fam,1Story,6,1984,1984,Gable,TA,PConc,TA,BLQ,Unf,1232.0,GasA,Y,1232,2,0,3,1,TA,0,Attchd,2,Y,2008,0
1166,9069,Pave,Lvl,SawyerW,Norm,Norm,Duplex,SFoyer,8,1993,1993,Gable,Gd,PConc,TA,LwQ,GLQ,1344.0,GasA,Y,1440,2,0,2,2,Gd,0,Attchd,3,Y,2006,0
1167,47280,Pave,Lvl,Gilbert,Norm,Norm,1Fam,1Story,5,1950,1950,Hip,TA,CBlock,TA,Unf,Unf,1488.0,GasA,Y,1488,2,1,3,1,TA,1,Attchd,2,Y,2008,0
1168,7875,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,2003,2003,Gable,TA,PConc,TA,Unf,Unf,783.0,GasA,Y,1509,2,1,3,1,Gd,1,Attchd,2,Y,2006,0
1169,6600,Pave,Lvl,Mitchel,Norm,Norm,1Fam,1Story,6,1982,2005,Gable,TA,CBlock,TA,GLQ,Unf,845.0,GasA,Y,845,1,0,3,1,Gd,0,Attchd,1,Y,2008,0
1170,13682,Pave,HLS,StoneBr,Norm,Norm,1Fam,2Story,5,2006,2006,Hip,TA,PConc,TA,Unf,Unf,1410.0,GasA,Y,2945,3,1,3,1,Gd,1,BuiltIn,3,Y,2006,0
1171,9150,Pave,Lvl,NAmes,Norm,Norm,1Fam,SLvl,5,1962,1962,Gable,TA,CBlock,TA,GLQ,Unf,1099.0,GasA,Y,1431,1,0,3,1,TA,1,Basment,1,Y,2008,0
1172,7150,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,TA,CBlock,TA,BLQ,Unf,892.0,GasA,Y,892,1,0,3,1,TA,0,Attchd,1,Y,2009,0
1173,12285,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,6,1960,1960,Gable,TA,CBlock,TA,BLQ,Unf,1329.0,GasA,Y,1329,1,1,3,1,TA,2,Attchd,2,Y,2009,0
1174,17920,Pave,Lvl,Sawyer,Norm,Norm,1Fam,1Story,4,1955,1974,Hip,TA,CBlock,TA,ALQ,Rec,1763.0,GasA,Y,1779,1,1,3,1,TA,1,Attchd,2,Y,2006,0
1175,3684,Pave,Lvl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2007,2007,Hip,TA,PConc,TA,Unf,Unf,1373.0,GasA,Y,1555,2,0,2,1,Gd,1,Attchd,3,Y,2009,0
1176,7006,Pave,Lvl,IDOTRR,Norm,Norm,1Fam,Fin,6,1925,1950,Gable,TA,PConc,TA,Rec,Unf,768.0,GasA,Y,1236,2,0,3,1,TA,1,Detchd,1,Y,2008,0
1177,8390,Pave,Lvl,Gilbert,Norm,Norm,1Fam,2Story,5,1999,1999,Gable,TA,PConc,TA,Unf,Unf,831.0,GasA,Y,1651,2,1,3,1,TA,1,BuiltIn,2,Y,2008,0
1178,5784,Pave,Lvl,OldTown,Artery,Norm,1Fam,1Story,8,1938,1996,Gable,TA,BrkTil,TA,Unf,Unf,190.0,GasA,Y,886,1,0,2,1,TA,0,Attchd,1,Y,2009,0
1179,9135,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2003,2003,Gable,TA,PConc,TA,GLQ,Unf,1682.0,GasA,Y,1700,2,0,3,1,Gd,0,Attchd,2,Y,2006,0
1180,10496,Pave,Lvl,NAmes,Artery,Norm,1Fam,Fin,6,1949,1950,Gable,TA,CBlock,TA,Rec,Unf,1040.0,GasA,Y,1846,2,0,3,1,TA,1,Attchd,1,Y,2007,0
1181,13650,Pave,Lvl,Sawyer,Norm,Norm,1Fam,Fin,5,1958,1958,Gable,Gd,CBlock,TA,ALQ,BLQ,1052.0,GasA,Y,1920,2,0,4,1,Gd,1,Attchd,2,Y,2006,0
1182,8308,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,6,1963,1963,Gable,Gd,CBlock,TA,BLQ,LwQ,1088.0,GasA,Y,1088,1,0,2,1,TA,0,Detchd,2,P,2007,0
1183,9450,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,5,1957,1957,Gable,TA,CBlock,TA,BLQ,Unf,1040.0,GasA,Y,1362,1,0,3,1,TA,1,Attchd,3,Y,2009,0
1184,9317,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,TA,PConc,TA,GLQ,Unf,1314.0,GasA,Y,1314,2,0,3,1,Gd,1,Attchd,2,Y,2007,0
1185,7153,Pave,Lvl,SawyerW,Norm,Norm,1Fam,1Story,5,1991,1991,Gable,TA,CBlock,TA,GLQ,Unf,1278.0,GasA,Y,1294,2,0,3,1,Gd,0,Attchd,2,Y,2008,0
1186,8814,Pave,Lvl,CollgCr,Norm,Norm,1Fam,1Story,5,2005,2007,Gable,TA,PConc,TA,GLQ,Unf,1274.0,GasA,Y,1274,2,0,3,1,Gd,0,Attchd,2,Y,2007,0
1187,9849,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,6,2007,2007,Hip,TA,PConc,TA,Unf,Unf,1689.0,GasA,Y,1689,2,0,3,1,Gd,0,Attchd,3,Y,2007,0
1188,14463,Pave,HLS,Timber,Norm,Norm,1Fam,1Story,5,2008,2008,Gable,TA,PConc,TA,GLQ,Unf,1641.0,GasA,Y,1641,2,0,3,1,Ex,0,Attchd,3,Y,2009,0
1189,5190,Pave,Lvl,Edwards,Norm,Norm,1Fam,Fin,5,1948,1950,Gable,TA,CBlock,TA,Unf,Unf,570.0,GasA,Y,1079,1,0,2,1,TA,1,Attchd,1,Y,2008,0
1190,9750,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,6,1959,1959,Gable,TA,CBlock,TA,Rec,Unf,984.0,GasA,Y,984,1,0,2,1,Fa,0,Detchd,1,N,2008,0
1191,6000,Pave,Lvl,OldTown,Norm,Norm,1Fam,1Story,4,1920,1950,Hip,TA,PConc,TA,ALQ,Unf,960.0,GasA,Y,960,1,0,2,1,Fa,0,Detchd,1,Y,2007,0
1192,8712,Grvl,Bnk,IDOTRR,Norm,Norm,1Fam,1Story,5,1952,1952,Hip,TA,CBlock,TA,Unf,Unf,540.0,GasA,N,1044,1,0,2,1,Fa,0,Basment,2,N,2010,0
1193,11851,Pave,Lvl,OldTown,Artery,Norm,1Fam,Fin,7,1948,2009,Gable,Gd,BrkTil,TA,BLQ,Unf,1027.0,GasA,Y,1633,1,0,3,1,Gd,1,Detchd,1,Y,2010,0
1194,13811,Pave,Lvl,Timber,Norm,Norm,1Fam,1Story,6,1987,1987,Gable,TA,CBlock,Gd,GLQ,LwQ,1112.0,GasA,Y,1137,2,0,2,1,Gd,1,Attchd,2,Y,2006,0
1195,10143,Pave,Lvl,NAmes,Norm,Norm,1Fam,1Story,7,1963,1963,Gable,TA,CBlock,TA,Rec,Unf,1380.0,GasA,Y,1380,1,1,3,1,TA,0,Attchd,1,Y,2009,0
1196,18265,Pave,Lvl,Timber,Norm,Norm,1Fam,1Story,5,1986,1986,Gable,Gd,CBlock,Gd,GLQ,Rec,1256.0,GasA,Y,1256,2,0,3,1,Gd,1,Attchd,2,Y,2008,0
1197,4224,Pave,Lvl,MeadowV,Norm,Norm,TwnhsE,1Story,5,1976,1976,Gable,TA,PConc,TA,ALQ,Unf,1142.0,GasA,Y,1142,1,1,3,1,TA,1,Attchd,2,Y,2007,0
1198,12615,Pave,Lvl,Edwards,Norm,Norm,1Fam,1Story,7,1950,2001,Gable,TA,CBlock,Gd,ALQ,Unf,1202.0,GasA,Y,2158,2,0,4,1,Gd,1,Attchd,2,Y,2007,0
1199,14536,Pave,Lvl,Timber,Norm,Norm,1Fam,1Story,5,2002,2003,Hip,TA,PConc,TA,GLQ,Unf,1616.0,GasA,Y,1629,2,0,3,1,Gd,1,Attchd,3,Y,2007,0
1200,9187,Pave,Bnk,Mitchel,Norm,Norm,1Fam,1Story,5,1983,1983,Gable,Gd,PConc,TA,ALQ,Unf,1084.0,GasA,Y,1080,1,1,3,1,TA,0,Attchd,2,Y,2007,0
1201,9900,Pave,Low,NoRidge,Norm,Norm,1Fam,2Story,5,1993,1993,Gable,TA,PConc,TA,GLQ,Unf,1347.0,GasA,Y,2646,2,1,4,1,Gd,1,Attchd,3,Y,2009,0
1202,8333,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2006,2006,Gable,TA,PConc,TA,Unf,Unf,738.0,GasA,Y,1491,2,1,3,1,Gd,1,Attchd,2,Y,2007,0
1203,10147,Pave,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,5,1994,1994,Gable,TA,PConc,TA,LwQ,Unf,392.0,GasA,Y,1694,2,1,3,1,TA,1,BuiltIn,2,Y,2007,0
1204,5914,Pave,Lvl,OldTown,Norm,Norm,1Fam,Fin,9,1890,1996,Gable,TA,BrkTil,TA,Unf,Unf,684.0,GasA,Y,1080,1,0,3,1,Gd,0,None,0,N,2008,0
1205,11646,Pave,Lvl,CollgCr,Norm,Norm,1Fam,2Story,5,2005,2006,Gable,TA,PConc,TA,Unf,Unf,704.0,GasA,Y,1422,2,1,3,1,Gd,1,Attchd,2,Y,2009,0
1206,7200,Pave,Lvl,Somerst,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,TA,PConc,Gd,Unf,Unf,1293.0,GasA,Y,1301,2,0,2,1,Gd,1,Attchd,2,Y,2006,0
1207,20544,Pave,Lvl,,Norm,Norm,1Fam,2Story,6,1986,1991,Gable,Gd,CBlock,TA,Unf,Unf,791.0,GasA,Y,2093,2,1,3,1,TA,1,Attchd,2,Y,2008,0
