Id,ms_zoning,lot_area,street,land_cont,lot_config,neighborhood,cond_1,cond_2,bldg_type,style,overall_qual,overall_cond,yr_built,yr_remodeled,roof_style,roof_mater,exter_1,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_expo,bsmt_fin_1,bsmt_fin_1_sf,bsmt_fin_2,bsmt_fin_2_sf,bsmt_sf,heat,cent_air,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,tot_rooms_gr,functional,fireplaces,garage_type,garage_finish,garage_car_size,garage_qual,garage_cond,paved_drive,misc_val,year_sold,ms_subclass,lot_shape,wood_deck_sf,sale_price,has_pool,functional_mapped,bsmt_baths
2009,RL,8737,Pave,Bnk,Inside,BrkSide,Norm,Norm,1Fam,Fin,6,7,1923,1950,Gable,CompShg,BrkFace,None,TA,TA,BrkTil,Gd,TA,No,Rec,300.0,Unf,0.0,1065.0,GasA,Y,1635,0.0,0.0,1,1,3,1,TA,6,Typ,1,Detchd,Unf,2,TA,TA,Y,0,2007,50,IR1,0,210000,0,6,0.0
394,RL,8750,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,828.0,Unf,0.0,1002.0,GasA,Y,1002,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2009,20,IR1,0,148500,0,6,1.0
1738,RL,8499,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,616.0,GasA,Y,1412,0.0,0.0,2,1,3,1,Gd,6,Typ,1,BuiltIn,Fin,2,TA,TA,Y,0,2007,60,IR1,0,156932,0,6,0.0
1196,RL,11072,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1728.0,GasA,Y,1728,0.0,0.0,2,0,6,2,TA,10,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2008,90,IR1,0,145000,0,6,0.0
828,RL,6762,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,902.0,Unf,0.0,1282.0,GasA,Y,1290,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2009,20,Reg,168,200000,0,6,1.0
1694,RL,15431,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,GLQ,1430.0,Unf,0.0,1994.0,GasA,Y,2046,1.0,0.0,2,1,2,1,Ex,7,Typ,2,Attchd,Fin,3,TA,TA,Y,0,2007,20,Reg,188,450000,0,6,1.0
571,FV,3230,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,381.0,Unf,0.0,729.0,GasA,Y,1471,0.0,0.0,2,1,3,1,TA,6,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2009,160,Reg,0,172500,0,6,0.0
1192,RL,10800,Pave,Lvl,Inside,,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,956.0,Rec,182.0,1522.0,GasA,Y,2614,0.0,0.0,2,1,4,1,TA,9,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2008,60,Reg,38,240000,0,6,0.0
1806,FV,11143,Pave,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1580.0,GasA,Y,2466,0.0,0.0,3,0,4,1,Gd,8,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2007,60,IR1,159,340000,0,6,0.0
962,RL,8925,Pave,HLS,Inside,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1466.0,GasA,Y,1466,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,Fin,3,TA,TA,Y,0,2009,20,IR1,100,201000,0,6,0.0
2142,RL,10356,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,Av,BLQ,716.0,Unf,0.0,969.0,GasA,Y,969,0.0,0.0,1,1,3,1,TA,5,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2007,20,Reg,0,122000,0,6,0.0
1648,RL,12299,Pave,Lvl,Inside,,Norm,Norm,1Fam,1Story,7,6,1978,1985,Gable,CompShg,Plywood,Stone,TA,TA,CBlock,Gd,TA,No,GLQ,1328.0,Unf,0.0,1529.0,GasA,Y,1664,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2007,20,Reg,0,213000,0,6,1.0
618,RL,9900,Pave,Lvl,Inside,NAmes,RRA,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,Other,None,Gd,TA,CBlock,TA,TA,No,Rec,1173.0,Unf,0.0,1680.0,GasA,Y,1691,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,Unf,2,Gd,TA,Y,0,2009,20,Reg,0,175000,0,6,1.0
2108,RL,6762,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,0.0,1208.0,GasA,Y,1208,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2007,20,Reg,105,195400,0,6,1.0
772,RL,11625,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,527.0,Unf,0.0,1052.0,GasA,Y,1052,0.0,0.0,1,1,3,1,TA,6,Typ,1,Attchd,Fin,1,TA,TA,Y,0,2009,20,Reg,0,113500,0,6,0.0
2672,RL,6435,Pave,Lvl,Inside,BrkSide,RRA,Norm,1Fam,Fin,6,5,1939,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,972.0,GasA,Y,1577,0.0,0.0,1,0,3,1,Fa,6,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2006,50,Reg,0,140200,0,6,0.0
2492,RL,8450,Pave,Lvl,Inside,Sawyer,RRA,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,162.0,Rec,270.0,882.0,GasA,Y,909,0.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2006,20,Reg,0,116000,0,6,0.0
2903,RL,11577,Pave,Lvl,Inside,Timber,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,BrkFace,Ex,TA,PConc,Gd,TA,Gd,GLQ,1455.0,Unf,0.0,1838.0,GasA,Y,1838,1.0,0.0,2,0,3,1,Ex,9,Typ,1,Attchd,Fin,3,TA,TA,Y,0,2006,20,Reg,161,359900,0,6,1.0
2783,RL,8340,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,509.0,Unf,0.0,675.0,GasA,Y,1388,0.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2006,60,IR1,406,157500,0,6,0.0
786,RL,10708,Pave,Lvl,Inside,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,None,Gd,TA,CBlock,TA,TA,No,LwQ,379.0,BLQ,768.0,1617.0,GasA,Y,1867,1.0,0.0,1,0,2,1,TA,7,Typ,2,Attchd,Fin,1,TA,TA,Y,0,2009,20,IR1,476,190000,0,6,1.0
740,RM,6911,Pave,Lvl,FR2,BrkSide,RRA,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,1145.0,GasA,Y,1301,0.0,0.0,1,0,2,1,Fa,5,Min1,0,Detchd,Unf,2,TA,TA,Y,0,2009,30,Reg,0,100000,0,5,0.0
2546,RL,8800,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0.0,1251.0,GasA,Y,1251,1.0,0.0,1,0,3,1,TA,6,Typ,2,Attchd,RFn,1,TA,TA,Y,700,2006,20,Reg,0,160000,0,6,1.0
851,RL,10739,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,1259.0,Unf,0.0,1431.0,GasA,Y,1444,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2009,20,IR1,144,203000,0,6,1.0
1833,RL,9572,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,BrkFace,Gd,TA,PConc,Ex,TA,No,GLQ,482.0,Unf,0.0,1453.0,GasA,Y,2810,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Attchd,RFn,2,Gd,Gd,Y,0,2007,60,IR1,500,302000,0,6,0.0
76,RL,8012,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,TA,No,BLQ,543.0,BLQ,119.0,923.0,GasA,Y,923,0.0,0.0,2,0,2,1,TA,5,Typ,1,Attchd,RFn,1,TA,TA,Y,0,2010,120,Reg,80,143000,0,6,0.0
2151,RL,16226,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,281.0,Unf,0.0,1028.0,GasA,Y,2452,0.0,0.0,2,1,4,1,Gd,9,Typ,1,BuiltIn,Fin,2,TA,TA,Y,0,2007,60,IR3,208,267000,0,6,0.0
1880,RL,10899,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,HdBoard,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,N,1224,0.0,0.0,2,0,2,2,TA,8,Typ,0,CarPort,Unf,3,TA,TA,Y,0,2007,90,IR1,0,103000,0,6,0.0
2907,RM,4500,Pave,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,1201.0,Unf,0.0,1237.0,GasA,Y,1337,1.0,0.0,2,0,2,1,TA,5,Typ,0,Attchd,Fin,2,TA,TA,Y,0,2006,120,Reg,0,153500,0,6,1.0
1831,RL,16647,Pave,Lvl,CulDSac,Sawyer,RRA,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,1390.0,Unf,0.0,1390.0,GasA,Y,1701,1.0,0.0,2,0,3,1,TA,6,Min2,2,Basment,Fin,2,TA,TA,Y,0,2007,85,IR1,0,171000,0,4,1.0
2836,RL,8707,Pave,Lvl,FR2,Edwards,RRA,Norm,1Fam,Fin,4,5,1924,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1093.0,GasA,N,1669,0.0,0.0,1,1,4,1,TA,9,Min2,0,Attchd,Unf,1,Fa,TA,Y,0,2006,50,Reg,0,107000,0,4,0.0
1955,RL,8300,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,952.0,Unf,0.0,952.0,GasA,Y,952,1.0,0.0,1,0,3,1,TA,5,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2007,20,IR1,0,128500,0,6,1.0
1926,RL,9770,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,512.0,Unf,0.0,922.0,GasA,Y,922,1.0,0.0,1,0,2,1,TA,5,Typ,0,Attchd,Unf,1,TA,TA,Y,0,2007,20,Reg,0,116000,0,6,1.0
2924,RL,17400,Pave,Low,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,ALQ,936.0,Unf,0.0,1126.0,GasA,Y,1126,1.0,0.0,2,0,3,1,TA,5,Typ,1,Attchd,RFn,2,TA,TA,P,0,2006,20,Reg,295,160000,0,6,1.0
1003,RL,5070,Pave,HLS,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1280.0,GasA,Y,1280,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2008,120,IR1,0,180000,0,6,0.0
1667,RL,7920,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1970,2002,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,81.0,GLQ,619.0,914.0,GasA,Y,914,0.0,0.0,1,0,3,1,Ex,5,Typ,0,Attchd,RFn,1,TA,Gd,Y,0,2007,20,Reg,120,133000,0,6,0.0
2905,RM,7020,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1997,Gable,CompShg,MetalSd,BrkFace,TA,Gd,PConc,Gd,TA,Gd,GLQ,1243.0,Unf,0.0,1288.0,GasA,Y,1368,2.0,0.0,2,0,2,2,TA,8,Typ,0,Attchd,Fin,3,TA,TA,Y,0,2006,90,Reg,0,215000,0,6,2.0
921,RL,7500,Pave,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,547.0,Unf,0.0,771.0,GasA,Y,1494,0.0,0.0,1,0,3,1,Gd,7,Typ,2,Attchd,Unf,1,TA,TA,P,0,2009,70,IR1,0,177500,0,6,0.0
1780,RL,10612,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,28.0,Unf,0.0,1524.0,GasA,Y,1534,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2007,20,Reg,168,215000,0,6,0.0
746,RM,6120,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,LwQ,273.0,Unf,0.0,952.0,GasA,Y,1582,0.0,0.0,2,0,3,1,TA,6,Typ,1,Detchd,Unf,1,Fa,TA,Y,0,2009,50,Reg,189,150000,0,6,0.0
254,RL,12376,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,None,TA,TA,PConc,Gd,TA,Mn,GLQ,1470.0,Unf,0.0,1673.0,GasA,Y,3222,1.0,0.0,3,0,5,1,Gd,11,Typ,2,Attchd,Unf,3,TA,TA,Y,0,2010,60,Reg,367,320000,0,6,1.0
606,RL,10004,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,196.0,BLQ,345.0,1516.0,GasA,Y,1516,0.0,0.0,1,1,3,1,TA,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2009,20,Reg,0,167000,0,6,0.0
2703,RL,8250,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,N,1032,0.0,0.0,1,0,2,1,TA,6,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2006,30,Reg,0,125000,0,6,0.0
1306,RM,12205,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,3,3,1949,1992,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,448.0,GasA,Y,1588,0.0,0.0,2,0,5,1,TA,6,Maj2,0,None,,0,,,N,0,2008,20,Reg,0,65000,0,1,0.0
2102,RL,11175,Pave,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1316.0,GasA,Y,1316,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2007,20,IR1,0,200141,0,6,0.0
1784,RL,9965,Pave,Lvl,FR2,Somerst,RRA,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1528.0,GasA,Y,1528,0.0,0.0,3,2,3,1,Gd,6,Typ,1,Attchd,Unf,2,TA,TA,Y,0,2007,20,Reg,0,235876,0,6,0.0
941,RM,8660,Pave,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Other,CompShg,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,760.0,GasA,N,2168,0.0,0.0,2,0,5,1,Gd,11,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2009,70,Reg,467,123000,0,6,0.0
2699,RL,12375,Pave,Lvl,Inside,Sawyer,RRA,Norm,1Fam,Fin,5,5,1951,1951,Gable,CompShg,HdBoard,Stone,TA,Fa,CBlock,TA,TA,No,BLQ,329.0,Unf,0.0,806.0,GasA,Y,1422,1.0,0.0,1,0,3,1,TA,7,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2006,50,Reg,0,137500,0,6,1.0
2127,RL,8070,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,588.0,Unf,0.0,990.0,GasA,Y,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,,0,,,Y,0,2007,20,Reg,0,123600,0,6,1.0
2607,RL,8658,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,643.0,Unf,0.0,1088.0,GasA,Y,1324,0.0,0.0,2,0,3,1,TA,6,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2006,20,Reg,0,160000,0,6,0.0
1754,RL,8063,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,GasA,Y,1690,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,RFn,2,TA,TA,Y,0,2007,60,Reg,100,181000,0,6,0.0
1367,RM,8235,Pave,HLS,Inside,OldTown,RRA,RRAe,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,None,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,645.0,825.0,GasA,Y,825,1.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,RFn,2,TA,TA,Y,0,2008,20,IR1,140,125000,0,6,1.0
580,RL,11700,Pave,Lvl,Inside,,RRA,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,0.0,727.0,GasA,Y,1556,0.0,0.0,1,1,4,1,TA,8,Typ,0,Attchd,Unf,2,TA,TA,Y,0,2009,60,Reg,0,154000,0,6,0.0
341,RL,12961,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,None,Gd,Gd,PConc,Gd,TA,Mn,GLQ,944.0,Unf,0.0,1152.0,GasA,Y,1797,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2010,60,Reg,162,231000,0,6,1.0
26,RL,8450,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,1056.0,GasA,Y,1056,1.0,0.0,1,0,3,1,TA,6,Typ,1,Attchd,Unf,1,TA,TA,Y,0,2010,20,Reg,0,142000,0,6,1.0
2667,RM,22950,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,Fin,10,9,1892,1993,Gable,Other,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1107.0,GasA,Y,3608,0.0,0.0,2,1,4,1,Ex,12,Typ,2,Detchd,Unf,3,Gd,TA,Y,0,2006,75,IR2,0,475000,0,6,0.0
2884,RM,5748,Pave,HLS,Inside,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,1573.0,Unf,0.0,1573.0,GasA,Y,1778,2.0,0.0,2,0,2,1,Ex,5,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2006,120,IR1,123,375000,0,6,2.0
28,RL,10500,Pave,Lvl,FR2,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,432.0,Unf,0.0,864.0,GasA,Y,864,0.0,0.0,1,0,3,1,TA,5,Typ,1,None,,0,,,Y,0,2010,20,Reg,0,115000,0,6,0.0
531,FV,7500,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,1221.0,GasA,Y,1221,1.0,0.0,2,0,2,1,Gd,6,Typ,0,Attchd,RFn,2,TA,TA,Y,0,2009,20,Reg,0,185000,0,6,1.0
2189,RL,10042,Pave,Bnk,Corner,Edwards,Norm,Norm,1Fam,Fin,6,8,1920,1995,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,LwQ,144.0,ALQ,278.0,660.0,GasA,Y,865,1.0,0.0,1,0,2,1,TA,4,Typ,1,Detchd,Unf,1,TA,TA,Y,0,2007,50,Reg,0,108500,0,6,1.0
2508,FV,2544,Pave,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,GasA,Y,1223,0.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,RFn,2,TA,TA,Y,0,2006,160,Reg,0,147400,0,6,0.0
573,FV,3768,Pave,Lvl,FR2,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,0.0,691.0,GasA,Y,1452,1.0,0.0,2,1,3,1,Gd,6,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2009,160,Reg,0,156000,0,6,1.0
1363,RM,10320,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,Fin,5,6,1915,1978,Gable,CompShg,HdBoard,None,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,880.0,GasA,Y,1308,0.0,0.0,2,0,2,1,TA,6,Typ,0,Detchd,Unf,2,Fa,Fa,Y,0,2008,50,Reg,0,120000,0,6,0.0
487,RL,9734,Pave,Lvl,Inside,Gilbert,RRA,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,241.0,Rec,113.0,384.0,GasA,Y,1374,0.0,0.0,2,1,3,1,Gd,7,Typ,0,BuiltIn,Fin,2,TA,TA,Y,0,2009,80,IR1,0,167000,0,6,0.0
1083,RL,3182,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,No,GLQ,16.0,Unf,0.0,1346.0,GasA,Y,1504,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,Fin,2,TA,TA,Y,0,2008,120,Reg,156,191000,0,6,0.0
1620,RL,8872,Pave,HLS,Inside,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1997,1997,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,GasA,Y,1384,0.0,0.0,2,1,3,1,TA,7,Typ,1,BuiltIn,Fin,2,TA,TA,Y,0,2007,80,IR1,0,161500,0,6,0.0
1929,RL,12198,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1975,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,Av,Rec,780.0,Unf,0.0,1204.0,GasA,Y,1411,0.0,0.0,1,0,3,1,TA,7,Typ,1,Attchd,RFn,1,TA,TA,Y,0,2007,20,IR1,278,130000,0,6,0.0
1820,RL,8480,Pave,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,None,TA,TA,CBlock,TA,TA,No,GLQ,630.0,Unf,0.0,970.0,GasA,Y,970,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,Unf,2,TA,TA,Y,0,2007,20,Reg,0,132500,0,6,1.0
1398,RL,10200,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,None,TA,Gd,PConc,Gd,TA,Av,ALQ,704.0,Unf,0.0,864.0,GasA,Y,904,0.0,0.0,1,0,3,1,Gd,5,Typ,0,2Types,Unf,3,TA,TA,Y,0,2008,80,Reg,143,144000,0,6,0.0
2177,RL,9555,Pave,Lvl,CulDSac,Edwards,Norm,Norm,Duplex,2Story,5,6,1979,1979,Gable,CompShg,Plywood,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,Y,2233,0.0,0.0,2,1,5,2,TA,11,Typ,0,Attchd,Fin,2,TA,Gd,Y,0,2007,90,IR1,0,141000,0,6,0.0
