Id,lot_area,street,land_cont,lot_config,neighborhood,cond_1,cond_2,bldg_type,style,overall_qual,overall_cond,yr_built,yr_remodeled,roof_style,roof_mater,exter_1,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_expo,bsmt_fin_1,bsmt_fin_1_sf,bsmt_fin_2,bsmt_fin_2_sf,bsmt_sf,heat,cent_air,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedrooms_gr,kitchen,kitch_qual,tot_rooms_gr,functional,fireplaces,garage_type,garage_car_size,garage_cond,paved_drive,porch_1,porch_2,porch_3,porch_4,porch_5,misc_val,year_sold,ms_subclass,lot_shape,sale_price,has_pool,functional_mapped,bsmt_baths,porch_sf,full_bath_shift,half_bath_shift,bedrooms_gr_shift,fireplaces_shift,garage_car_size_shift,lot_area_scaled_mm,bsmt_fin_1_sf_scaled_mm,bsmt_fin_2_sf_scaled_mm,bsmt_sf_scaled_mm,gr_liv_area_scaled_mm,tot_rooms_gr_gr_liv_area,tot_rooms_gr_bedroom_gr,full_bath_gr_liv_area,gar_car_size_overall_qual,yr_built_overall_qual,bsmt_sf_gr_liv_area,functional_mapped_overall_qual,full_bath_gr_liv_area_log,tot_rooms_gr_bedroom_gr_log,lot_area_scaled_mm_log,gr_liv_area_scaled_mm_log,bsmt_fin_1_sf_scaled_mm_log,bsmt_fin_2_sf_scaled_mm_log,bsmt_sf_scaled_mm_log,bedrooms_gr_shift_log,tot_rooms_gr_log,tot_rooms_gr_gr_liv_area_log,lot_area_log,gr_liv_area_log
2000,5400,Pave,Lvl,Corner,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,None,TA,Gd,BrkTil,TA,TA,Mn,LwQ,370.0,Unf,0.0,1149.0,GasA,Y,1616,0.0,0.0,2,0,3,1,Gd,5,Typ,0,Detchd,1,TA,Y,0,0,183,0,0,0,2007,50,Reg,152000,0,6,0.0,183,3,1,4,1,2,1.025998731769182,1.1691042047531992,1.0,1.358390517779164,1.3677567412507172,8080,20,4848,12,11556,2765.0,36,8.48632152774915,2.995732273553991,0.025666510655398725,0.3131719826652195,0.15623781859691613,0.0,0.3063005561171048,1.3862943611198906,1.6094379124341003,8.997147151515142,8.594154232552366,7.38770923908104
2621,10800,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,Fin,4,4,1949,1950,Gable,CompShg,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,720.0,GasA,N,1192,0.0,0.0,1,1,4,1,TA,6,Typ,0,None,0,,Y,0,0,0,0,0,0,2006,50,Reg,135000,0,6,0.0,0,2,2,5,1,1,1.0602409638554218,1.0,1.0,1.2245789145352464,1.2461273666092942,7152,30,2384,4,7796,1912.0,24,7.776535028185241,3.4011973816621555,0.058496206681608626,0.22004063553380507,0.0,0.0,0.20259704166690806,1.6094379124341003,1.791759469228055,8.87514731685335,9.287301413112312,7.083387847625295
1996,9900,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,1008.0,GasW,Y,2210,0.0,0.0,2,0,5,1,Fa,8,Typ,0,Detchd,1,TA,N,0,48,0,0,0,0,2007,70,Reg,117500,0,6,0.0,48,3,1,6,1,2,1.0545339251743817,1.0,1.0,1.314410480349345,1.538152610441767,17680,48,6630,12,11280,3218.0,36,8.799360083179907,3.871201010907891,0.05309889222988927,0.4305820927159384,0.0,0.0,0.2733882611946361,1.791759469228055,2.0794415416798357,9.780189336191635,9.20029003612268,7.700747794511798
1976,6000,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,Fin,6,6,1927,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Rec,276.0,Unf,0.0,845.0,GasA,Y,1296,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,2,TA,Y,0,0,175,0,0,0,2007,50,Reg,127500,0,6,0.0,175,2,1,4,1,3,1.0298034242232086,1.1261425959780622,1.0,1.2635683094198378,1.2759609868043602,7776,24,2592,18,11562,2141.0,36,7.860185057472165,3.1780538303479458,0.02936793375858484,0.243699609850452,0.11879816111153862,0.0,0.23393971003319228,1.3862943611198906,1.791759469228055,8.958797346140274,8.699514748210191,7.16703787691222
1861,17778,Pave,Lvl,Inside,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,BrkFace,None,Gd,TA,CBlock,Gd,TA,Gd,ALQ,1632.0,Rec,829.0,2461.0,GasA,Y,2497,1.0,0.0,2,0,2,1,Gd,7,Typ,2,Attchd,2,TA,Y,266,0,0,0,0,0,2007,20,IR1,373000,0,6,1.0,266,3,1,3,3,3,1.1044895370957515,1.7458866544789764,1.562415196743555,1.7676232064878352,1.6204819277108433,17479,21,7491,24,15848,4958.0,48,8.921457578947884,3.044522437723423,0.09938327085512286,0.48272359124529585,0.5572625380587491,0.44623282707140327,0.5696358230001209,1.0986122886681098,1.9459101490553132,9.768755439335086,9.78571701680162,7.822845290279774
1600,1477,Pave,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CompShg,CemntBd,None,TA,Gd,CBlock,TA,TA,No,GLQ,358.0,Unf,0.0,546.0,GasA,Y,1092,0.0,0.0,2,1,3,1,TA,6,Typ,0,None,0,,Y,187,0,0,0,0,0,2008,160,Reg,98000,0,6,0.0,187,3,2,4,1,1,1.0011223842739378,1.163619744058501,1.0,1.1703056768558953,1.2174411933448077,6552,24,3276,6,11820,1638.0,36,8.09437844497296,3.1780538303479458,0.0011217548716188107,0.19675127365390746,0.15153561557548006,0.0,0.1572649769566171,1.3862943611198906,1.791759469228055,8.787525625532906,7.29776828253138,6.9957661563048505
298,19645,Pave,Lvl,FR2,Crawfor,Norm,Norm,1Fam,SLvl,7,6,1994,2007,Gable,CompShg,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,343.0,Unf,0.0,423.0,GasA,Y,1652,1.0,0.0,2,1,3,1,Gd,6,Typ,0,BuiltIn,2,TA,Y,0,0,0,0,0,0,2010,80,IR1,203135,0,6,1.0,0,3,2,4,1,3,1.1163284717818645,1.156764168190128,1.0,1.1319401122894572,1.3780837636259322,9912,24,4956,21,13958,2075.0,42,8.508354242749032,3.1780538303479458,0.11004515020631547,0.3206939571199079,0.1456265970032522,0.0,0.12393307404357204,1.3862943611198906,1.791759469228055,9.201501423308978,9.88557813199256,7.409741954080923
875,8750,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,880.0,GasA,Y,1716,0.0,0.0,2,1,2,1,Gd,7,Typ,1,Attchd,2,TA,Y,0,120,0,0,0,0,2009,60,Reg,191000,0,6,0.0,120,3,2,3,2,3,1.0472415979708307,1.0,1.0,1.2744853399875233,1.3964429145152035,12012,21,5148,21,13972,2596.0,42,8.546363568716018,3.044522437723423,0.04615965786780599,0.3339282280274515,0.0,0.0,0.24254244220806906,1.0986122886681098,1.9459101490553132,9.39366142910322,9.07680897935166,7.447751280047908
1205,7785,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,HdBoard,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,Y,1014,0.0,0.0,1,0,2,1,TA,6,Typ,0,Attchd,1,TA,Y,0,0,40,0,200,0,2008,20,IR1,98000,0,6,0.0,240,2,1,3,1,2,1.0411223842739379,1.0,1.0,1.0,1.1950659781985082,6084,18,2028,10,9780,1014.0,30,7.614805364711073,2.8903717578961645,0.040299346866741984,0.178201395740951,0.0,0.0,0.0,1.0986122886681098,1.791759469228055,8.713417653379183,8.959954084268098,6.921658184151129
763,10800,Pave,Lvl,Inside,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,1200.0,Unf,0.0,1200.0,GasA,Y,1200,3.0,0.0,3,0,3,1,TA,5,Typ,0,None,0,,Y,120,0,0,0,0,0,2009,90,Reg,179000,0,6,3.0,120,4,1,4,1,1,1.0602409638554218,1.5484460694698354,1.0,1.3742981908920773,1.2484222604704533,6000,20,4800,5,9935,2400.0,30,8.476371196895983,2.995732273553991,0.058496206681608626,0.22188056245581242,0.43725189223007316,0.0,0.3179431941927901,1.3862943611198906,1.6094379124341003,8.699514748210191,9.287301413112312,7.090076835776092
512,9139,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,379.0,Unf,0.0,1422.0,GasA,Y,1432,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,297,50,0,0,0,0,2009,20,IR1,245000,0,6,0.0,347,3,1,4,2,3,1.049708306911858,1.173217550274223,1.0,1.4435433562071116,1.314974182444062,10024,28,4296,24,16048,2854.0,48,8.3654396361887,3.332204510175204,0.04851232263395944,0.27381703231460924,0.15975001732926858,0.0,0.36710075514406887,1.3862943611198906,1.9459101490553132,9.212737496575905,9.120306249272202,7.266827347520591
592,10140,Pave,Lvl,Inside,,RRA,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,None,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127.0,1650.0,GasA,Y,1680,1.0,0.0,2,0,3,1,Gd,7,Maj1,1,Attchd,2,TA,Y,78,73,0,0,0,0,2009,20,Reg,213250,0,2,1.0,151,3,1,4,2,3,1.0560558021559925,1.0658135283363803,1.7645861601085482,1.5146600124766063,1.3861158921399885,11760,28,5040,21,13986,3330.0,14,8.525161361065415,3.332204510175204,0.05454102683868065,0.32650551353468465,0.06373838392851124,0.5679161926993697,0.4151909995698359,1.3862943611198906,1.9459101490553132,9.372459221452617,9.224243277145174,7.426549072397305
1255,10122,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,6,1948,1950,Gable,CompShg,MetalSd,None,TA,TA,Other,None,None,,None,0.0,None,0.0,0.0,GasA,N,869,0.0,0.0,1,0,1,1,TA,3,Typ,0,Detchd,1,TA,N,0,0,66,0,0,0,2008,20,Reg,89900,0,6,0.0,66,2,1,2,1,2,1.0559416613823716,1.0,1.0,1.0,1.1534710269650028,2607,6,1738,8,7792,869.0,24,7.460490305825338,1.791759469228055,0.054432938854956626,0.14277568081730774,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,7.865955413933502,9.222466551774023,6.767343125265392
355,10141,Pave,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,832.0,GasA,Y,1718,0.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,94,0,0,291,0,2009,60,IR1,185000,0,6,0.0,385,3,2,4,2,3,1.0560621433100825,1.0,1.0,1.2595134123518403,1.3970166379804934,12026,28,5154,21,13986,2550.0,42,8.54752839121231,3.332204510175204,0.054547031384121564,0.3343389899966692,0.0,0.0,0.23072546570328456,1.3862943611198906,1.9459101490553132,9.394826251599515,9.224341891611996,7.4489161025442
1676,2205,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,6,1973,1973,Gable,CompShg,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,312.0,Unf,0.0,525.0,GasA,Y,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,Detchd,1,TA,Y,144,0,0,0,0,0,2007,160,Reg,113500,0,6,0.0,144,2,2,4,1,2,1.0057387444514903,1.1425959780621573,1.0,1.1637554585152838,1.2174411933448077,6552,24,2184,12,11838,1617.0,36,7.688913336864796,3.1780538303479458,0.0057223405860237705,0.19675127365390746,0.13330284731442035,0.0,0.1516522400516596,1.3862943611198906,1.791759469228055,8.787525625532906,7.6984827878809465,6.9957661563048505
2599,10914,Pave,Lvl,Inside,NAmes,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,None,TA,Fa,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,715.0,GasA,N,715,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,2,TA,N,0,0,75,0,112,0,2006,30,Reg,68000,0,6,0.0,187,2,1,3,1,3,1.0609638554216867,1.0,1.0,1.2230193387398627,1.1092943201376937,2860,12,1430,9,5787,1430.0,18,7.265429723253953,2.4849066497880004,0.0591777925310098,0.1037240655273309,0.0,0.0,0.2013226691228333,1.0986122886681098,1.3862943611198906,7.958576903813898,9.297801647746176,6.5722825426940075
312,9196,Pave,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1560.0,GasA,Y,1560,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,100,150,0,0,0,0,2010,20,IR1,201000,0,6,0.0,250,3,1,4,1,3,1.0500697526949905,1.0,1.0,1.4865876481597007,1.3516924842226046,10920,28,4680,21,14021,3120.0,42,8.451053388911692,3.332204510175204,0.04885659310106784,0.30135749925145633,0.0,0.0,0.39648332448918927,1.3862943611198906,1.9459101490553132,9.298351249298896,9.126523885883072,7.352441100243583
1124,9803,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,400.0,Unf,0.0,866.0,GasA,Y,1768,0.0,0.0,2,1,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,0,108,0,0,0,0,2008,60,Reg,226700,0,6,0.0,108,3,2,4,1,3,1.0539188332276475,1.182815356489945,1.0,1.2701185277604492,1.4113597246127365,12376,28,5304,21,14035,2634.0,42,8.576216531865699,3.332204510175204,0.052515438830962324,0.3445535834063875,0.1678974920789193,0.0,0.23911022506086044,1.3862943611198906,1.9459101490553132,9.423514392252901,9.190443740261726,7.477604243197589
1702,17169,Pave,Lvl,CulDSac,NridgHt,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,1684.0,Unf,0.0,2320.0,GasA,Y,2290,2.0,0.0,2,1,2,1,Ex,7,Typ,1,Attchd,3,TA,Y,192,30,0,0,0,0,2007,20,IR2,500067,0,6,2.0,222,3,2,3,2,4,1.1006277742549144,1.769652650822669,1.0,1.723643169058016,1.5611015490533562,16030,21,6870,40,20070,4610.0,60,8.834919385216395,3.044522437723423,0.0958807208829098,0.4453916932632253,0.5707832848545958,0.0,0.5444401723138635,1.0986122886681098,1.9459101490553132,9.6822172456036,9.750860711077213,7.736307096548285
2434,9171,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,848.0,GasA,Y,1598,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,100,48,0,0,0,0,2006,60,IR1,201490,0,6,0.0,148,3,2,4,2,3,1.0499112238427395,1.0,1.0,1.264504054897068,1.3625932300631096,11186,28,4794,21,14028,2446.0,42,8.475120414994329,3.332204510175204,0.048705611873786914,0.30938967094872066,0.0,0.0,0.23467999384244714,1.3862943611198906,1.9459101490553132,9.322418275381533,9.123801610558944,7.37650812632622
1432,9750,Pave,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,722.0,Unf,0.0,990.0,GasA,Y,990,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,2,TA,Y,168,0,0,0,0,0,2008,20,Reg,155000,0,6,1.0,168,2,1,4,1,3,1.0535827520608751,1.329981718464351,1.0,1.308796007485964,1.1881812966150316,4950,20,1980,15,9970,1980.0,30,7.590852123688581,2.995732273553991,0.052196500831610655,0.17242381587556327,0.28516519662366635,0.0,0.2691076363466896,1.3862943611198906,1.6094379124341003,8.507142855562735,9.185022563991893,6.897704943128636
689,8604,Pave,Lvl,Inside,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,941.0,Unf,0.0,941.0,GasA,Y,941,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Attchd,2,TA,Y,0,40,0,0,0,0,2009,90,IR1,145000,0,6,1.0,40,2,1,3,1,3,1.0463157894736843,1.430073126142596,1.0,1.293512164691204,1.1741250717154332,3764,12,1882,15,9890,1882.0,30,7.540090320145325,2.4849066497880004,0.04527522206198761,0.16052325041243684,0.3577255801270104,0.0,0.2573611270768831,1.0986122886681098,1.3862943611198906,8.23323750070527,9.05998249038762,6.846943139585379
1349,6155,Pave,Lvl,FR3,BrkSide,RRA,RRAe,1Fam,2Story,6,8,1920,1999,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0.0,Unf,0.0,611.0,GasA,Y,1362,0.0,0.0,2,0,3,1,TA,6,Typ,0,Detchd,2,Fa,Y,0,0,84,0,0,0,2008,70,IR1,128000,0,6,0.0,84,3,1,4,1,3,1.0307863031071656,1.0,1.0,1.1905801621958827,1.2948938611589214,8172,24,4086,18,11520,1973.0,36,8.315321775377567,3.1780538303479458,0.03032191207407558,0.25842873129751476,0.0,0.0,0.17444071957573146,1.3862943611198906,1.791759469228055,9.008468955937513,8.725020038618554,7.216709486709457
1759,9487,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,520.0,Unf,0.0,915.0,GasA,Y,1690,1.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,50,0,0,0,0,2007,60,IR1,187000,0,6,1.0,50,3,2,4,2,3,1.0519150285351935,1.2376599634369287,1.0,1.2854023705552091,1.3889845094664373,11830,28,5070,18,12000,2605.0,36,8.531096096585228,3.332204510175204,0.05061233969895779,0.3285729114180376,0.21322247049029383,0.0,0.2510717981693192,1.3862943611198906,1.9459101490553132,9.378393956972433,9.157677719392877,7.432483807917119
893,3675,Pave,Lvl,Inside,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,TA,TA,Other,Gd,TA,Gd,GLQ,547.0,Unf,0.0,547.0,GasA,Y,1072,1.0,0.0,1,0,2,1,TA,5,Typ,0,Basment,2,TA,Y,0,28,0,0,0,0,2009,180,Reg,145500,0,6,1.0,28,2,1,3,1,3,1.0150602409638554,1.25,1.0,1.170617592014972,1.2117039586919105,5360,15,2144,18,12030,1619.0,36,7.670428522190693,2.70805020110221,0.014947961435873148,0.19202759930613117,0.22314355131420976,0.0,0.1575314659655226,1.0986122886681098,1.6094379124341003,8.586719254064848,8.209308411646937,6.977281341630747
944,10200,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572.0,GasA,N,572,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1,TA,N,0,0,72,0,0,0,2009,30,Reg,75000,0,6,0.0,72,2,1,3,1,2,1.056436271401395,1.0,1.0,1.1784154709918901,1.0682730923694779,2288,12,1144,8,7700,1144.0,24,7.042286171939743,2.4849066497880004,0.054901235763749626,0.06604341231699143,0.0,0.0,0.16417071489195656,1.0986122886681098,1.3862943611198906,7.7354333524996886,9.230142999272362,6.349138991379798
2109,11750,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,20.0,Unf,0.0,1546.0,GasA,Y,1546,0.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,3,TA,Y,144,42,0,0,0,0,2007,20,IR1,217000,0,6,0.0,186,3,1,4,1,4,1.0662650602409638,1.0091407678244972,1.0,1.4822208359326263,1.3476764199655766,10822,28,4638,28,14035,3092.0,42,8.442038517815478,3.332204510175204,0.06416194421728585,0.2983819391388919,0.009099243855114089,0.0,0.3935415278729826,1.3862943611198906,1.9459101490553132,9.28933637820268,9.371608519572305,7.343426229147367
316,11896,Pave,Lvl,Corner,Timber,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,78.0,Unf,0.0,1336.0,GasA,Y,1346,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,3,TA,Y,100,48,0,0,0,0,2010,20,IR1,220000,0,6,1.0,148,3,1,4,2,4,1.0671908687381104,1.0356489945155394,1.0,1.4167186525265127,1.2903040734366036,8076,24,4038,28,14056,2682.0,42,8.303504798872783,3.1780538303479458,0.06502983986273551,0.2548779064392948,0.03502827804607987,0.0,0.34834338949600546,1.3862943611198906,1.791759469228055,8.996651979432729,9.383957488139991,7.204892510204673
2529,10400,Pave,Lvl,Inside,,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,None,TA,TA,CBlock,TA,TA,No,Rec,247.0,Unf,0.0,732.0,GasA,Y,1790,1.0,0.0,1,2,4,1,TA,8,Min2,1,Attchd,2,TA,Y,148,0,0,0,147,0,2006,60,Reg,165150,0,4,1.0,295,2,3,5,2,3,1.057704502219404,1.1128884826325411,1.0,1.2283218964441671,1.4176706827309236,14320,40,3580,18,11832,2522.0,24,8.183118079394745,3.6888794541139363,0.056100995955653786,0.34901516046858905,0.10695887197481835,0.0,0.20564892602957252,1.6094379124341003,2.0794415416798357,9.569412440514636,9.249561085129464,7.489970898834801
1448,10970,Pave,Low,Inside,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,None,TA,TA,CBlock,Gd,Gd,Gd,GLQ,505.0,LwQ,435.0,940.0,GasA,Y,1026,1.0,0.0,1,0,3,1,TA,5,Typ,0,Detchd,2,Fa,Y,0,0,34,0,0,0,2008,80,IR1,147000,0,6,1.0,34,2,1,4,1,3,1.0613189600507293,1.2308043875685557,1.2951153324287652,1.2932002495321273,1.1985083189902466,5130,20,2052,18,11868,1966.0,36,7.62657020629066,2.995732273553991,0.059512436556554076,0.18107771603654477,0.20766792926972705,0.25859975097646565,0.25711995982622665,1.3862943611198906,1.6094379124341003,8.542860938164814,9.302919553269277,6.933423025730715
871,11883,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,1996,1996,Hip,CompShg,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,690.0,Unf,0.0,1504.0,GasA,Y,1504,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,115,66,0,0,0,0,2009,20,Reg,203000,0,6,1.0,181,3,1,4,2,3,1.0671084337349397,1.3153564899451555,1.0,1.4691203992514037,1.3356282271944924,9024,24,4512,21,13972,3008.0,42,8.414495793177895,3.1780538303479458,0.06495259202489365,0.2894017633313076,0.2741077239054414,0.0,0.38466385384096524,1.3862943611198906,1.791759469228055,9.10764297373784,9.382864086290027,7.315883504509785
142,10552,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,None,TA,TA,CBlock,TA,TA,No,Rec,1018.0,Unf,0.0,1398.0,GasA,Y,1700,0.0,1.0,1,1,4,1,Gd,6,Typ,1,Attchd,2,TA,Y,0,38,0,0,0,0,2010,20,IR1,165500,0,6,0.5,38,2,2,5,2,3,1.0586683576410907,1.4652650822669104,1.0,1.43605739238927,1.3918531267928858,10200,30,3400,15,9795,3098.0,30,8.131530710604252,3.4011973816621555,0.05701185198353673,0.33063604398397445,0.38203616962762643,0.0,0.361901436672275,1.6094379124341003,1.791759469228055,9.230142999272362,9.26407069439715,7.438383530044307
1515,8248,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,None,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,864.0,GasA,N,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,0,,N,0,0,100,0,0,0,2008,30,Reg,67000,0,6,1.0,100,2,1,3,1,1,1.0440583386176285,1.0187385740402193,1.0,1.2694946974422958,1.1520367183017786,4320,15,1728,3,5742,1728.0,18,7.454719949364001,2.70805020110221,0.043115367801166454,0.14153143529159892,0.018565169843996934,0.0,0.2386189452671425,1.0986122886681098,1.6094379124341003,8.371010681238156,9.017726025696795,6.761572768804055
1970,9760,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Gd,BLQ,536.0,Rec,117.0,822.0,GasA,Y,1851,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,239,42,0,0,0,0,2007,60,Reg,187000,0,6,0.0,281,3,2,4,2,3,1.0536461636017755,1.2449725776965266,1.0793758480325644,1.256394260761073,1.4351692484222605,12957,28,5553,18,11784,2673.0,36,8.622093601241607,3.332204510175204,0.052256685598864185,0.3612827854082388,0.21911350372753122,0.07638295558850487,0.22824592066895463,1.3862943611198906,1.9459101490553132,9.469391461628812,9.186047679407139,7.523481312573497
572,2998,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,507.0,Unf,0.0,756.0,GasA,Y,1512,1.0,0.0,2,1,2,1,Gd,4,Typ,0,Detchd,2,TA,Y,0,32,0,0,0,0,2009,160,Reg,180000,0,6,1.0,32,3,2,3,1,3,1.0107672796448954,1.2317184643510055,1.0,1.2358078602620086,1.3379231210556513,6048,12,4536,18,12000,2268.0,36,8.419800845407588,2.4849066497880004,0.010709725256964208,0.29111850195036215,0.20841031980122574,0.0,0.2117248940889979,1.0986122886681098,1.3862943611198906,8.70748291785937,8.005700678662542,7.321188556739478
2200,6821,Pave,HLS,Inside,Crawfor,Norm,Norm,1Fam,Fin,6,7,1921,2005,Gable,CompShg,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,BLQ,113.0,Unf,0.0,651.0,GasA,Y,1298,0.0,0.0,2,0,2,1,TA,8,Typ,1,Detchd,1,TA,P,216,0,168,0,0,0,2007,50,Reg,146500,0,6,0.0,384,3,1,3,2,2,1.035009511731135,1.0516453382084094,1.0,1.203056768558952,1.27653471026965,10384,24,3894,12,11526,1949.0,36,8.267192185932146,3.1780538303479458,0.03441061675349528,0.24414914908031968,0.05035592649349399,0.0,0.1848656250387295,1.0986122886681098,2.0794415416798357,9.248021438943871,8.82776136765472,7.168579897264035
